Código;Programa;Instituição de Ensino;Área de Avaliação;Área Básica;Situação;Modalidade;ME;DO;MP;DP
42001013063P0;MATEMÁTICA APLICADA;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA APLICADA;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
33003017085P1;MATEMÁTICA APLICADA E COMPUTACIONAL;UNIVERSIDADE ESTADUAL DE CAMPINAS;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;4;-
40002012030P6;MATEMÁTICA APLICADA E COMPUTACIONAL;UNIVERSIDADE ESTADUAL DE LONDRINA;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA APLICADA;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
33004129046P9;Matematica Aplicada e Computacional;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( PRESIDENTE PRUDENTE );MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA APLICADA;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
23001011042P0;MATEMÁTICA APLICADA E ESTATISTICA;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;PROBABILIDADE E ESTATÍSTICA;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
15001016041P0;MATEMÁTICA E ESTATÍSTICA;UNIVERSIDADE FEDERAL DO PARÁ;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;ACADÊMICO;4;-;-;-
31075010001P2;Matemática em Rede Nacional;FUNDAÇÃO UNIVERSIDADE FEDERAL DE RORAIMA;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( SÃO JOSÉ DO RIO PRETO );MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE FEDERAL DE VIÇOSA;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE FEDERAL DE ALAGOAS - CAMPUS ARAPIRACA;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI - CAMPUS ALTO PARAOPEBA;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE DO ESTADO DO AMAZONAS;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE DE SÃO PAULO;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;FUNDACAO UNIVERSIDADE ESTADUAL DO PIAUI FUESPI;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE FEDERAL DA PARAÍBA ( JOÃO PESSOA );MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE FEDERAL DE SÃO PAULO;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE DE SÃO PAULO ( RIBEIRÃO PRETO );MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE FEDERAL DE MATO GROSSO - CAMPUS ARAGUAIA;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE FEDERAL DO PARÁ - BRAGANÇA;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( RIO CLARO );MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE FEDERAL DO NORTE DO TOCANTINS - UFNT;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE FEDERAL DE UBERLÂNDIA;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE DE BRASÍLIA;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE ESTADUAL DE SANTA CRUZ;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE ESTADUAL DE MARINGÁ;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE FEDERAL DO PARANÁ;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE FEDERAL FLUMINENSE;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE FEDERAL DE SANTA MARIA;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE FEDERAL DE ALFENAS;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE FEDERAL DE OURO PRETO;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE FEDERAL DE SÃO CARLOS;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE DO ESTADO DE MATO GROSSO;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE ESTADUAL DE LONDRINA;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;COLÉGIO PEDRO II;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE FEDERAL DO OESTE DA BAHIA;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ (TOLEDO);MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ (CORNÉLIO PROCÓPIO);MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE FEDERAL DE MATO GROSSO - CAMPUS RONDONÓPOLIS;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE FEDERAL DE SÃO PAULO - DIADEMA;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE FEDERAL DO OESTE DO PARÁ;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;ASSOCIAÇÃO INSTITUTO NACIONAL DE MATEMÁTICA PURA E APLICADA;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;SOCIEDADE BRASILEIRA DE MATEMÁTICA;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE ESTADUAL DA PARAIBA;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE FEDERAL DE SANTA CATARINA - BLUMENAU;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE FEDERAL DO PARÁ - ABAETETUBA;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE DA INTEGRAÇÃO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA - REDENÇÃO;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ (PATO BRANCO);MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE DO ESTADO DE SANTA CATARINA;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL-REI;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE FEDERAL DO RIO GRANDE;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE FEDERAL DO MARANHÃO;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE FEDERAL DE JUIZ DE FORA;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE FEDERAL DA BAHIA;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE FEDERAL DE LAVRAS;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE ESTADUAL DO OESTE DO PARANA;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE REGIONAL DO CARIRI - JUAZEIRO DO NORTE;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE FEDERAL DO MATO GROSSO DO SUL - CAMPUS TRÊS LAGOAS;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE FEDERAL DA FRONTEIRA SUL;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( PRESIDENTE PRUDENTE );MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE FEDERAL DA GRANDE DOURADOS;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE ESTADUAL DE PONTA GROSSA;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE FEDERAL DO CARIRI;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;INSTITUTO FEDERAL DO PIAUI - CAMPUS FLORIANO - POLO PROFMAT;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - CAÇAPAVA DO SUL;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE DO ESTADO DO MATO GROSSO - CAMPUS BARRA DO BUGRES;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BAURU );MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE FEDERAL DE RONDÔNIA;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE FEDERAL DE MATO GROSSO;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE FEDERAL DO ABC;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE FEDERAL DO ACRE;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE ESTADUAL DO MARANHÃO;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE FEDERAL DE SANTA CATARINA;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE ESTADUAL DE CAMPINAS;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE FEDERAL DE ALAGOAS;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE FEDERAL DO CEARÁ;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE FEDERAL DE GOIÁS;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE FEDERAL DO AMAPÁ;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE FEDERAL DO PARÁ - CASTANHAL;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE FEDERAL DE CATALÃO;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE FEDERAL DE JATAÍ;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
31075010001P2;Matemática em Rede Nacional;UNIVERSIDADE DE SÃO PAULO (SÃO CARLOS);MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          ;MATEMÁTICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
