Código;Programa;Instituição de Ensino;Área de Avaliação;Área Básica;Situação;Modalidade;ME;DO;MP;DP
51003015002P0; AGRONEGÓCIO SUSTENTÁVEL ;UNIVERSIDADE ANHANGUERA;CIÊNCIAS AGRÁRIAS I                               ;AGRONOMIA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
21003017002P5; ANÁLISE E PLANEJAMENTO ESPACIAL ;INSTITUTO FEDERAL DE EDUCAÇÃO, CIENCIA E TECNOLOGIA DO PIAUÍ;GEOGRAFIA                                         ;GEOGRAFIA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;A;-
26001012082P0; ANTROPOLOGIA SOCIAL;UNIVERSIDADE FEDERAL DE ALAGOAS;ANTROPOLOGIA / ARQUEOLOGIA                        ;ANTROPOLOGIA;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
13001019039P0; ANTROPOLOGIA SOCIAL;FUNDAÇÃO UNIVERSIDADE FEDERAL DE RORAIMA;ANTROPOLOGIA / ARQUEOLOGIA                        ;ANTROPOLOGIA;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
15001016160P0; ASSISTÊNCIA FARMACÊUTICA;UNIVERSIDADE FEDERAL DO PARÁ;FARMÁCIA                                          ;FARMÁCIA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
33001014042P8; Biotecnologia e Monitoramento Ambiental;UNIVERSIDADE FEDERAL DE SÃO CARLOS;BIOTECNOLOGIA                                     ;BIOTECNOLOGIA;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
50005014001P3; Ciência e Tecnologia de Alimentos;INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DE MATO GROSSO;CIÊNCIA DE ALIMENTOS                              ;CIÊNCIA DE ALIMENTOS;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
23009004004P6; CIÊNCIAS ODONTOLÓGICAS;CENTRO UNIVERSITÁRIO CHRISTUS;ODONTOLOGIA                                       ;ODONTOLOGIA;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
23022000001P6; CLÍNICA ODONTOLÓGICA ;FACULDADE PAULO PICANÇO;ODONTOLOGIA                                       ;CLÍNICA ODONTOLÓGICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;A;-
42001021001P0; DINÂMICAS REGIONAIS E DESENVOLVIMENTO;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL - LITORAL;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA       ;PLANEJAMENTO URBANO E REGIONAL;EM FUNCIONAMENTO;ACADÊMICO;A;-;-;-
15006018009P1; EDUCAÇÃO ESCOLAR INDÍGENA;UNIVERSIDADE FEDERAL DO PARÁ;ENSINO;ENSINO;EM FUNCIONAMENTO;PROFISSIONAL;-;-;A;-
15006018009P1; EDUCAÇÃO ESCOLAR INDÍGENA;UNIVERSIDADE DO ESTADO DO PARÁ;ENSINO;ENSINO;EM FUNCIONAMENTO;PROFISSIONAL;-;-;A;-
15006018009P1; EDUCAÇÃO ESCOLAR INDÍGENA;UNIVERSIDADE FEDERAL DO OESTE DO PARÁ;ENSINO;ENSINO;EM FUNCIONAMENTO;PROFISSIONAL;-;-;A;-
15006018009P1; EDUCAÇÃO ESCOLAR INDÍGENA;UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARÁ;ENSINO;ENSINO;EM FUNCIONAMENTO;PROFISSIONAL;-;-;A;-
22011013003P3; ENFERMAGEM;UNIVERSIDADE DA INTEGRAÇÃO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA;ENFERMAGEM                                        ;ENFERMAGEM;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
32003013042P8; ENGENHARIA HÍDRICA  ;UNIVERSIDADE FEDERAL DE ITAJUBÁ;ENGENHARIAS I                                     ;RECURSOS HÍDRICOS;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
40005011012P7; Estudos da Linguagem;UNIVERSIDADE ESTADUAL DE PONTA GROSSA;LINGUíSTICA E LITERATURA;LETRAS;EM FUNCIONAMENTO;ACADÊMICO;4;-;-;-
20001010053P3; FORMAÇÃO DOCENTE EM PRÁTICAS EDUCATIVAS ;UNIVERSIDADE FEDERAL DO MARANHÃO;EDUCAÇÃO                                          ;EDUCAÇÃO;EM FUNCIONAMENTO;PROFISSIONAL;-;-;A;-
53001010115P5; GOVERNANÇA E INOVAÇÃO EM POLÍTICAS PÚBLICAS;UNIVERSIDADE DE BRASÍLIA;INTERDISCIPLINAR                                  ;SOCIAIS E HUMANIDADES;EM FUNCIONAMENTO;PROFISSIONAL;-;-;A;-
22003010072P6; INTERDISCIPLINAR EM HISTÓRIA E LETRAS - MIHL;UNIVERSIDADE ESTADUAL DO CEARÁ;INTERDISCIPLINAR                                  ;SOCIAIS E HUMANIDADES;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
15010015074P1; LETRAS;UNIVERSIDADE FEDERAL DO OESTE DO PARÁ;LINGUíSTICA E LITERATURA;LETRAS;EM FUNCIONAMENTO;ACADÊMICO;A;-;-;-
33002010250P6; MEDICINA CARDIOVASCULAR;UNIVERSIDADE DE SÃO PAULO;MEDICINA I                                        ;CLÍNICA MÉDICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
16003012014P9; MODELAGEM COMPUTACIONAL DE SISTEMAS;FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS;INTERDISCIPLINAR                                  ;ENGENHARIA/TECNOLOGIA/GESTÃO;EM FUNCIONAMENTO;PROFISSIONAL;-;-;4;4
32048017003P1; PRODUÇÃO VEGETAL;INSTITUTO FED. DE EDUC., CIÊNC. E TECN. DO TRIÂNGULO MINEIRO;CIÊNCIAS AGRÁRIAS I                               ;AGRONOMIA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
42008018037P4; PSICOLOGIA;UNIVERSIDADE DE CAXIAS DO SUL;PSICOLOGIA                                        ;PSICOLOGIA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;A;-
33002045070P4; Rede Nacional para Ensino das Ciências Ambientais;UNIVERSIDADE DE SÃO PAULO (SÃO CARLOS);CIÊNCIAS AMBIENTAIS;CIÊNCIAS AMBIENTAIS;EM FUNCIONAMENTO;PROFISSIONAL;-;-;4;-
33002045070P4; Rede Nacional para Ensino das Ciências Ambientais;UNIVERSIDADE ESTADUAL DE MARINGÁ;CIÊNCIAS AMBIENTAIS;CIÊNCIAS AMBIENTAIS;EM FUNCIONAMENTO;PROFISSIONAL;-;-;4;-
33002045070P4; Rede Nacional para Ensino das Ciências Ambientais;UNIVERSIDADE FEDERAL DO AMAZONAS;CIÊNCIAS AMBIENTAIS;CIÊNCIAS AMBIENTAIS;EM FUNCIONAMENTO;PROFISSIONAL;-;-;4;-
33002045070P4; Rede Nacional para Ensino das Ciências Ambientais;FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE;CIÊNCIAS AMBIENTAIS;CIÊNCIAS AMBIENTAIS;EM FUNCIONAMENTO;PROFISSIONAL;-;-;4;-
33002045070P4; Rede Nacional para Ensino das Ciências Ambientais;UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA;CIÊNCIAS AMBIENTAIS;CIÊNCIAS AMBIENTAIS;EM FUNCIONAMENTO;PROFISSIONAL;-;-;4;-
33002045070P4; Rede Nacional para Ensino das Ciências Ambientais;UNIVERSIDADE FEDERAL DE PERNAMBUCO;CIÊNCIAS AMBIENTAIS;CIÊNCIAS AMBIENTAIS;EM FUNCIONAMENTO;PROFISSIONAL;-;-;4;-
33002045070P4; Rede Nacional para Ensino das Ciências Ambientais;UNIVERSIDADE FEDERAL DO PARANÁ;CIÊNCIAS AMBIENTAIS;CIÊNCIAS AMBIENTAIS;EM FUNCIONAMENTO;PROFISSIONAL;-;-;4;-
33002045070P4; Rede Nacional para Ensino das Ciências Ambientais;UNIVERSIDADE DE BRASÍLIA;CIÊNCIAS AMBIENTAIS;CIÊNCIAS AMBIENTAIS;EM FUNCIONAMENTO;PROFISSIONAL;-;-;4;-
33002045070P4; Rede Nacional para Ensino das Ciências Ambientais;UNIVERSIDADE FEDERAL DO PARÁ;CIÊNCIAS AMBIENTAIS;CIÊNCIAS AMBIENTAIS;EM FUNCIONAMENTO;PROFISSIONAL;-;-;4;-
42008018036P8; SAÚDE ANIMAL;UNIVERSIDADE DE CAXIAS DO SUL;MEDICINA VETERINÁRIA                              ;MEDICINA VETERINÁRIA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;A;-
31004016060P0; SOCIOLOGIA;UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO;SOCIOLOGIA                                        ;SOCIOLOGIA;EM FUNCIONAMENTO;ACADÊMICO;6;6;-;-
33002010245P2;ACONSELHAMENTO GENÉTICO E GENÔMICA HUMANA;UNIVERSIDADE DE SÃO PAULO;CIÊNCIAS BIOLÓGICAS I                             ;GENÉTICA HUMANA E MÉDICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;4;-
33305005002P8;ACÚSTICA SUBMARINA;INSTITUTO DE ESTUDOS DO MAR ALMIRANTE PAULO MOREIRA;ASTRONOMIA / FÍSICA                               ;ACÚSTICA;EM FUNCIONAMENTO;ACADÊMICO;A;-;-;-
23001011007P0;ADMINISTRAÇÃO;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
24001015017P8;ADMINISTRAÇÃO;UNIVERSIDADE FEDERAL DA PARAÍBA ( JOÃO PESSOA );ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO DE EMPRESAS;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
25001019046P0;ADMINISTRAÇÃO;UNIVERSIDADE FEDERAL DE PERNAMBUCO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
28001010020P3;ADMINISTRAÇÃO;UNIVERSIDADE FEDERAL DA BAHIA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO PÚBLICA;EM FUNCIONAMENTO;ACADÊMICO;5;5;-;-
28013018004P9;ADMINISTRAÇÃO;UNIVERSIDADE SALVADOR;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;4;-;-;-
30001013015P2;ADMINISTRAÇÃO;UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
31001017062P3;ADMINISTRAÇÃO;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;6;6;-;-
31011012004P5;ADMINISTRAÇÃO;FUNDAÇÃO GETÚLIO VARGAS ( RJ );ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;7;7;-;-
31034012001P9;ADMINISTRAÇÃO;FACULDADE DE ECONOMIA E FINANÇAS DO IBMEC;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;PROFISSIONAL;-;-;4;-
32001010026P0;ADMINISTRAÇÃO;UNIVERSIDADE FEDERAL DE MINAS GERAIS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
32004010003P2;ADMINISTRAÇÃO;UNIVERSIDADE FEDERAL DE LAVRAS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;5;5;-;-
32006012020P3;ADMINISTRAÇÃO;UNIVERSIDADE FEDERAL DE UBERLÂNDIA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
32065019001P3;ADMINISTRAÇÃO;FACULDADE PEDRO LEOPOLDO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
33002010085P5;ADMINISTRAÇÃO;UNIVERSIDADE DE SÃO PAULO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO DE EMPRESAS;EM FUNCIONAMENTO;ACADÊMICO;7;7;-;-
33005010017P2;ADMINISTRAÇÃO;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;3;2;-;-
33007012008P2;ADMINISTRAÇÃO;UNIVERSIDADE METODISTA DE PIRACICABA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;PROFISSIONAL;-;-;4;-
33092010001P6;ADMINISTRAÇÃO;UNIVERSIDADE NOVE DE JULHO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;5;5;-;-
33110018001P2;ADMINISTRAÇÃO;UNIVERSIDADE MUNICIPAL DE SÃO CAETANO DO SUL;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
40001016025P6;ADMINISTRAÇÃO;UNIVERSIDADE FEDERAL DO PARANÁ;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;5;5;-;-
40003019008P7;ADMINISTRAÇÃO;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO DE EMPRESAS;EM FUNCIONAMENTO;ACADÊMICO;5;5;-;-
41001010010P5;ADMINISTRAÇÃO;UNIVERSIDADE FEDERAL DE SANTA CATARINA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
41002016009P0;ADMINISTRAÇÃO;UNIVERSIDADE DO ESTADO DE SANTA CATARINA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
41005015005P3;ADMINISTRAÇÃO;UNIVERSIDADE DO VALE DO ITAJAÍ;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;5;5;-;-
41006011002P0;ADMINISTRAÇÃO;UNIVERSIDADE REGIONAL DE BLUMENAU;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;5;-;-;-
42001013025P1;ADMINISTRAÇÃO;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;5;5;-;-
42002010030P5;ADMINISTRAÇÃO;UNIVERSIDADE FEDERAL DE SANTA MARIA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
42007011007P1;ADMINISTRAÇÃO;UNIVERSIDADE DO VALE DO RIO DOS SINOS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;6;6;-;-
53001010016P7;ADMINISTRAÇÃO;UNIVERSIDADE DE BRASÍLIA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO PÚBLICA;EM FUNCIONAMENTO;ACADÊMICO;5;5;-;-
53001010055P2;ADMINISTRAÇÃO;UNIVERSIDADE DE BRASÍLIA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
40022013001P0;ADMINISTRAÇÃO;UNIVERSIDADE POSITIVO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
22003010013P0;ADMINISTRAÇÃO;UNIVERSIDADE ESTADUAL DO CEARÁ;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
32002017029P5;ADMINISTRAÇÃO;UNIVERSIDADE FEDERAL DE VIÇOSA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO PÚBLICA;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
33063010006P9;ADMINISTRAÇÃO;UNIVERSIDADE PAULISTA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
42001013083P1;ADMINISTRAÇÃO;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
28001010052P2;ADMINISTRAÇÃO;UNIVERSIDADE FEDERAL DA BAHIA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO PÚBLICA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;4;-
31011012011P1;ADMINISTRAÇÃO;FUNDAÇÃO GETÚLIO VARGAS ( RJ );ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO DE EMPRESAS;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
32076010001P1;ADMINISTRAÇÃO;CENTRO UNIVERSITÁRIO UNIHORIZONTES;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
42008018007P8;ADMINISTRAÇÃO;UNIVERSIDADE DE CAXIAS DO SUL;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO DE EMPRESAS;EM FUNCIONAMENTO;ACADÊMICO;5;5;-;-
10001018006P7;ADMINISTRAÇÃO;UNIVERSIDADE FEDERAL DE RONDÔNIA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
32053010001P9;ADMINISTRAÇÃO;UNIVERSIDADE FUMEC;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
32008015015P2;ADMINISTRAÇÃO;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO DE EMPRESAS;EM FUNCIONAMENTO;ACADÊMICO;5;5;-;-
31035019002P1;ADMINISTRAÇÃO;UNIVERSIDADE DO GRANDE RIO - PROF JOSE DE SOUZA HERDY;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;5;5;-;-
23004010002P7;ADMINISTRAÇÃO;UNIVERSIDADE POTIGUAR;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;PROFISSIONAL;-;-;4;-
33027013004P0;ADMINISTRAÇÃO;CENTRO UNIVERSITARIO DA FEI;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;5;5;-;-
33129010002P8;ADMINISTRAÇÃO;INSPER INSTITUTO DE ENSINO E PESQUISA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;PROFISSIONAL;-;-;5;-
51001012023P4;ADMINISTRAÇÃO;FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
41008014003P0;ADMINISTRAÇÃO;UNIVERSIDADE DO SUL DE SANTA CATARINA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
15004015005P3;ADMINISTRAÇÃO;UNIVERSIDADE DA AMAZÔNIA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
25001019078P0;ADMINISTRAÇÃO;UNIVERSIDADE FEDERAL DE PERNAMBUCO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
40002012040P1;ADMINISTRAÇÃO;UNIVERSIDADE ESTADUAL DE LONDRINA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
40004015035P0;ADMINISTRAÇÃO;UNIVERSIDADE ESTADUAL DE MARINGÁ;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
42020018008P7;ADMINISTRAÇÃO;UNIVERSIDADE DE SANTA CRUZ DO SUL;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;PROFISSIONAL;-;-;4;-
33096015003P0;ADMINISTRAÇÃO;CENTRO UNIVERSITÁRIO FECAP                                  ;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
27001016038P3;ADMINISTRAÇÃO;FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
31003010092P6;ADMINISTRAÇÃO;UNIVERSIDADE FEDERAL FLUMINENSE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;PROFISSIONAL;-;-;4;-
40014010012P2;ADMINISTRAÇÃO;UNIVERSIDADE ESTADUAL DO CENTRO-OESTE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
32020015008P9;ADMINISTRAÇÃO;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
42009014014P0;ADMINISTRAÇÃO;FUNDAÇÃO UNIVERSIDADE DE PASSO FUNDO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
42004012156P8;ADMINISTRAÇÃO;UNIVERSIDADE FEDERAL DO RIO GRANDE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
33004102073P5;ADMINISTRAÇÃO;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( JABOTICABAL );ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
22002014009P6;ADMINISTRAÇÃO;UNIVERSIDADE DE FORTALEZA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
