Código;Programa;Instituição de Ensino;Área de Avaliação;Área Básica;Situação;Modalidade;ME;DO;MP;DP
21001014025P2;BIOTECNOLOGIA;FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ;BIOTECNOLOGIA                                     ;BIOTECNOLOGIA;EM DESATIVACAO;ACADÊMICO;4;4;-;-
23004010007P9;BIOTECNOLOGIA;UNIVERSIDADE POTIGUAR;BIOTECNOLOGIA                                     ;BIOTECNOLOGIA;EM DESATIVACAO;ACADÊMICO;3;-;-;-
42008018010P9;BIOTECNOLOGIA E GESTÃO VITIVINÍCOLA;UNIVERSIDADE DE CAXIAS DO SUL;BIOTECNOLOGIA                                     ;BIOTECNOLOGIA;EM DESATIVACAO;PROFISSIONAL;-;-;4;-
53001010038P0;BOTÂNICA;UNIVERSIDADE DE BRASÍLIA;BIODIVERSIDADE;BOTÂNICA;EM DESATIVACAO;ACADÊMICO;3;2;-;-
28007018013P1;Botânica;UNIVERSIDADE ESTADUAL DE SANTA CRUZ;BIODIVERSIDADE;BOTÂNICA;EM DESATIVACAO;ACADÊMICO;2;-;-;-
32011016008P3;Ciência e Engenharia de Materiais;UNIVERSIDADE FEDERAL DE ALFENAS;ENGENHARIAS II                                    ;ENGENHARIA DE MATERIAIS E METALÚRGICA;EM DESATIVACAO;ACADÊMICO;3;-;-;-
40024016002P9;CIÊNCIA E TECNOLOGIA DE LEITE E DERIVADOS;UNIVERSIDADE PITÁGORAS UNOPAR;CIÊNCIA DE ALIMENTOS                              ;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;EM DESATIVACAO;ACADÊMICO;3;-;-;-
31032010005P5;CIÊNCIA POLÍTICA (CIÊNCIA POLÍTICA E SOCIOLOGIA);UNIVERSIDADE CÂNDIDO MENDES;CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ;CIÊNCIA POLÍTICA;EM DESATIVACAO;ACADÊMICO;2;2;-;-
40030016005P4;CIÊNCIA, TECNOLOGIA E SEGURANÇA ALIMENTAR;UNIVERSIDADE CESUMAR;INTERDISCIPLINAR                                  ;MEIO AMBIENTE E AGRÁRIAS;EM DESATIVACAO;ACADÊMICO;3;-;-;-
15002012003P8;CIÊNCIAS AGRÁRIAS;UNIVERSIDADE FEDERAL RURAL DA AMAZÔNIA;CIÊNCIAS AGRÁRIAS I                               ;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL;EM DESATIVACAO;ACADÊMICO;-;3;-;-
52010015001P9;CIÊNCIAS AGRÁRIAS;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO;CIÊNCIAS AGRÁRIAS I                               ;AGRONOMIA;EM DESATIVACAO;ACADÊMICO;3;-;-;-
52001016059P1;Ciências Aplicadas à Saúde;UNIVERSIDADE FEDERAL DE GOIÁS;INTERDISCIPLINAR                                  ;SAÚDE E BIOLÓGICAS;EM DESATIVACAO;ACADÊMICO;3;-;-;-
32009011001P8;CIÊNCIAS BIOLÓGICAS;UNIVERSIDADE VALE DO RIO DOCE;CIÊNCIAS BIOLÓGICAS I                             ;BIOLOGIA GERAL;EM DESATIVACAO;ACADÊMICO;2;-;-;-
33051011009P0;Ciencias Biologicas;UNIVERSIDADE DO VALE DO PARAÍBA;CIÊNCIAS BIOLÓGICAS I                             ;BIOLOGIA GERAL;EM DESATIVACAO;ACADÊMICO;2;-;-;-
33004137005P6;CIÊNCIAS BIOLÓGICAS (BIOLOGIA VEGETAL);UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( RIO CLARO );BIODIVERSIDADE;BOTÂNICA;EM DESATIVACAO;ACADÊMICO;5;5;-;-
33004137041P2;CIÊNCIAS BIOLÓGICAS (MICROBIOLOGIA APLICADA);UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( RIO CLARO );CIÊNCIAS AGRÁRIAS I                               ;AGRONOMIA;EM DESATIVACAO;ACADÊMICO;5;5;-;-
33004137003P3;CIÊNCIAS BIOLÓGICAS (ZOOLOGIA);UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( RIO CLARO );BIODIVERSIDADE;ZOOLOGIA;EM DESATIVACAO;ACADÊMICO;4;4;-;-
21001014034P1;Ciências Biomédicas;FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ;MEDICINA I                                        ;MEDICINA;EM DESATIVACAO;ACADÊMICO;3;-;-;-
12001015032P3;CIÊNCIAS DA COMUNICAÇÃO;UNIVERSIDADE FEDERAL DO AMAZONAS;COMUNICAÇÃO E INFORMAÇÃO;COMUNICAÇÃO;EM DESATIVACAO;ACADÊMICO;2;-;-;-
25001019039P4;CIÊNCIAS DA SAÚDE;UNIVERSIDADE FEDERAL DE PERNAMBUCO;MEDICINA I                                        ;CLÍNICA MÉDICA;EM DESATIVACAO;ACADÊMICO;2;-;-;-
12001015004P0;CIÊNCIAS DE ALIMENTOS;UNIVERSIDADE FEDERAL DO AMAZONAS;CIÊNCIA DE ALIMENTOS                              ;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;EM DESATIVACAO;ACADÊMICO;2;-;-;-
52001016103P0;CIÊNCIAS EXATAS E TECNOLÓGICAS;UNIVERSIDADE FEDERAL DE GOIÁS;MATERIAIS                                         ;MATERIAIS;EM DESATIVACAO;ACADÊMICO;-;4;-;-
31002013029P2;Ciências Fisiológicas;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;CIÊNCIAS BIOLÓGICAS II                            ;FISIOLOGIA;EM DESATIVACAO;ACADÊMICO;2;2;-;-
15002012002P1;CIÊNCIAS FLORESTAIS;UNIVERSIDADE FEDERAL RURAL DA AMAZÔNIA;CIÊNCIAS AGRÁRIAS I                               ;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL;EM DESATIVACAO;ACADÊMICO;3;-;-;-
33035016001P0;CIÊNCIAS ODONTOLÓGICAS;CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL DE BARRETOS;ODONTOLOGIA                                       ;ODONTOLOGIA;EM DESATIVACAO;PROFISSIONAL;-;-;3;-
33004102069P8;CIRURGIA VETERINÁRIA;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( JABOTICABAL );MEDICINA VETERINÁRIA                              ;MEDICINA VETERINÁRIA;EM DESATIVACAO;ACADÊMICO;5;5;-;-
33077010001P0;CLÍNICA MÉDICA;CENTRO UNIVERSITÁRIO LUSÍADA                                ;MEDICINA I                                        ;MEDICINA;EM DESATIVACAO;ACADÊMICO;2;-;-;-
32021011001P0;CLÍNICA ODONTOLÓGICA;UNIVERSIDADE VALE DO RIO VERDE;ODONTOLOGIA                                       ;ODONTOLOGIA;EM DESATIVACAO;ACADÊMICO;2;-;-;-
25003011037P4;CONSUMO, COTIDIANO E DESENVOLVIMENTO SOCIAL;UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO;SERVIÇO SOCIAL                                    ;ECONOMIA DOMÉSTICA;EM DESATIVACAO;ACADÊMICO;2;-;-;-
16003012172P3;DEMANDAS POPULARES E DINÂMICAS REGIONAIS;FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA       ;PLANEJAMENTO URBANO E REGIONAL;EM DESATIVACAO;ACADÊMICO;3;-;-;-
28011015003P0;DESENVOLVIMENTO HUMANO E RESPONSABILIDADE SOCIAL;FUNDACAO VISCONDE DE CAIRU                                  ;INTERDISCIPLINAR                                  ;SOCIAIS E HUMANIDADES;EM DESATIVACAO;PROFISSIONAL;-;-;2;-
11001011002P4;DESENVOLVIMENTO REGIONAL;UNIVERSIDADE FEDERAL DO ACRE;INTERDISCIPLINAR                                  ;MEIO AMBIENTE E AGRÁRIAS;EM DESATIVACAO;ACADÊMICO;2;-;-;-
32081014001P1;Desenvolvimento Regional;INSTITUTO DE ENSINO SUPERIOR E PESQUISA;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA       ;PLANEJAMENTO URBANO E REGIONAL;EM DESATIVACAO;PROFISSIONAL;-;-;2;-
13001019009P4;DESENVOLVIMENTO REGIONAL DA AMAZÔNIA;FUNDAÇÃO UNIVERSIDADE FEDERAL DE RORAIMA;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA       ;PLANEJAMENTO URBANO E REGIONAL;EM DESATIVACAO;ACADÊMICO;2;-;-;-
22001018076P9;DESENVOLVIMENTO REGIONAL SUSTENTÁVEL;UNIVERSIDADE FEDERAL DO CEARÁ;CIÊNCIAS AMBIENTAIS;CIÊNCIAS AMBIENTAIS;EM DESATIVACAO;ACADÊMICO;3;-;-;-
15001016074P6;Dinâmicas Territoriais e Sociedade na Amazônia;UNIVERSIDADE FEDERAL DO PARÁ;INTERDISCIPLINAR                                  ;MEIO AMBIENTE E AGRÁRIAS;EM DESATIVACAO;ACADÊMICO;3;-;-;-
52002012014P4;DIREITO, RELAÇÕES INTERNACIONAIS E DESENVOLVIMENTO;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS;INTERDISCIPLINAR                                  ;SOCIAIS E HUMANIDADES;EM DESATIVACAO;ACADÊMICO;2;-;-;-
53017013001P6;DIREITOS HUMANOS, CIDADANIA E VIOLÊNCIA;CENTRO UNIVERSITÁRIO EURO-AMERICANO;CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ;CIÊNCIA POLÍTICA;EM DESATIVACAO;ACADÊMICO;3;-;-;-
12001015020P5;DIVERSIDADE BIOLÓGICA;UNIVERSIDADE FEDERAL DO AMAZONAS;BIODIVERSIDADE;ECOLOGIA APLICADA;EM DESATIVACAO;ACADÊMICO;2;2;-;-
30011019001P3;ECOLOGIA DE ECOSSISTEMAS;UNIVERSIDADE VILA VELHA;BIODIVERSIDADE;ECOLOGIA DE ECOSSISTEMAS;EM DESATIVACAO;ACADÊMICO;3;2;-;-
52002012005P5;ECOLOGIA E PRODUÇÃO SUSTENTÁVEL;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS;INTERDISCIPLINAR                                  ;MEIO AMBIENTE E AGRÁRIAS;EM DESATIVACAO;ACADÊMICO;2;-;-;-
33053014002P8;EDUCAÇÃO;CENTRO UNIVERSITÁRIO MOURA LACERDA;EDUCAÇÃO                                          ;EDUCAÇÃO;EM DESATIVACAO;ACADÊMICO;3;-;-;-
52001016063P9;Educação;UNIVERSIDADE FEDERAL DE GOIÁS;EDUCAÇÃO                                          ;EDUCAÇÃO;EM DESATIVACAO;ACADÊMICO;3;-;-;-
52001016052P7;EDUCAÇÃO - CAMPUS CATALÃO;UNIVERSIDADE FEDERAL DE GOIÁS;EDUCAÇÃO                                          ;EDUCAÇÃO;EM DESATIVACAO;ACADÊMICO;3;-;-;-
33153019001P9;Educação, Ambiente e Sociedade;CENTRO UNIVERSITÁRIO DAS FACULDADES ASSOCIADAS DE ENSINO ? FAE;INTERDISCIPLINAR                                  ;SOCIAIS E HUMANIDADES;EM DESATIVACAO;ACADÊMICO;2;-;-;-
33009015084P3;EDUCAÇÃO E SAÚDE NA INFÂNCIA E ADOLESCÊNCIA;UNIVERSIDADE FEDERAL DE SÃO PAULO;ENSINO;ENSINO;EM DESATIVACAO;ACADÊMICO;-;4;-;-
32058020002P2;EDUCAÇÃO EM DIABETES;FACULDADE SANTA CASA DE BELO HORIZONTE;MEDICINA I                                        ;ENDOCRINOLOGIA;EM DESATIVACAO;PROFISSIONAL;-;-;2;-
28013018003P2;Energia;UNIVERSIDADE SALVADOR;INTERDISCIPLINAR                                  ;ENGENHARIA/TECNOLOGIA/GESTÃO;EM DESATIVACAO;PROFISSIONAL;-;-;3;-
26001012037P4;Energia da Biomassa;UNIVERSIDADE FEDERAL DE ALAGOAS;INTERDISCIPLINAR                                  ;ENGENHARIA/TECNOLOGIA/GESTÃO;EM DESATIVACAO;PROFISSIONAL;-;-;2;-
33002010192P6;ENGENHARIA AUTOMOTIVA;UNIVERSIDADE DE SÃO PAULO;ENGENHARIAS III                                   ;ENGENHARIA MECÂNICA;EM DESATIVACAO;PROFISSIONAL;-;-;1;-
52001016017P7;ENGENHARIA CIVIL;UNIVERSIDADE FEDERAL DE GOIÁS;ENGENHARIAS I                                     ;ENGENHARIA CIVIL;EM DESATIVACAO;ACADÊMICO;2;-;-;-
12001015022P8;ENGENHARIA CIVIL;UNIVERSIDADE FEDERAL DO AMAZONAS;ENGENHARIAS I                                     ;ENGENHARIA CIVIL;EM DESATIVACAO;ACADÊMICO;2;-;-;-
23001011051P9;ENGENHARIA CIVIL;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;ENGENHARIAS I                                     ;ENGENHARIA CIVIL;EM DESATIVACAO;ACADÊMICO;3;-;-;-
52001016112P0;ENGENHARIA CIVIL;UNIVERSIDADE FEDERAL DE GOIÁS;ENGENHARIAS I                                     ;ENGENHARIA CIVIL;EM DESATIVACAO;ACADÊMICO;A;-;-;-
33083010003P0;ENGENHARIA DE COMPUTAÇÃO;INSTITUTO DE PESQUISAS TECNOLÓGICAS DO ESTADO DE SÃO PAULO;ENGENHARIAS IV                                    ;ENGENHARIA ELÉTRICA;EM DESATIVACAO;PROFISSIONAL;-;-;2;-
50001019022P5;ENGENHARIA DE EDIFICAÇÕES E AMBIENTAL;UNIVERSIDADE FEDERAL DE MATO GROSSO;ENGENHARIAS I                                     ;ENGENHARIA CIVIL;EM DESATIVACAO;ACADÊMICO;2;-;-;-
42019010014P6;Engenharia de Materiais e Processos Sustentáveis;UNIVERSIDADE LUTERANA DO BRASIL;ENGENHARIAS II                                    ;ENGENHARIA DE MATERIAIS E METALÚRGICA;EM DESATIVACAO;PROFISSIONAL;-;-;3;-
42001013086P0;ENGENHARIA DE MINAS, METALÚRGICA E DE MATERIAIS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;ENGENHARIAS II                                    ;ENGENHARIA DE MATERIAIS E METALÚRGICA;EM DESATIVACAO;PROFISSIONAL;-;-;2;-
23004010003P3;Engenharia de Processos;UNIVERSIDADE POTIGUAR;ENGENHARIAS II                                    ;PETRÓLEO E PETROQUÍMICA;EM DESATIVACAO;PROFISSIONAL;-;-;3;-
33069018001P1;ENGENHARIA DE PROCESSOS QUÍMICOS E BIOQUÍMICOS;CENTRO UNIVERSITÁRIO DO INSTITUTO MAUÁ DE TECNOLOGIA;ENGENHARIAS II                                    ;ENGENHARIA QUÍMICA;EM DESATIVACAO;ACADÊMICO;2;-;-;-
24001015012P6;ENGENHARIA DE PRODUÇÃO;UNIVERSIDADE FEDERAL DA PARAÍBA ( JOÃO PESSOA );ENGENHARIAS III                                   ;ENGENHARIA DE PRODUÇÃO;EM DESATIVACAO;ACADÊMICO;2;-;-;-
31033016003P5;ENGENHARIA DE PRODUÇÃO;UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO;ENGENHARIAS III                                   ;ENGENHARIA DE PRODUÇÃO;EM DESATIVACAO;ACADÊMICO;2;-;-;-
33004080053P7;ENGENHARIA DE PRODUÇÃO;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( GUARATINGUETÁ );ENGENHARIAS III                                   ;ENGENHARIA DE PRODUÇÃO;EM DESATIVACAO;ACADÊMICO;3;-;-;-
52001016106P0;ENGENHARIA DE PRODUÇÃO;UNIVERSIDADE FEDERAL DE GOIÁS;ENGENHARIAS III                                   ;ENGENHARIA DE PRODUÇÃO;EM DESATIVACAO;ACADÊMICO;3;-;-;-
40006018029P3;Engenharia Mecânica;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ;ENGENHARIAS III                                   ;ENGENHARIA MECÂNICA;EM DESATIVACAO;ACADÊMICO;3;-;-;-
33021015014P8;Engenharia Mecânica;UNIVERSIDADE DE TAUBATÉ;ENGENHARIAS III                                   ;ENGENHARIA MECÂNICA;EM DESATIVACAO;ACADÊMICO;3;-;-;-
31003010077P7;Engenharia Mecânica - Volta Redonda;UNIVERSIDADE FEDERAL FLUMINENSE;ENGENHARIAS III                                   ;ENGENHARIA MECÂNICA;EM DESATIVACAO;ACADÊMICO;2;-;-;-
