Código;Programa;Instituição de Ensino;Área de Avaliação;Área Básica;Situação;Modalidade;ME;DO;MP;DP
51001012002P7;SAÚDE COLETIVA;FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL;SAÚDE COLETIVA                                    ;SAÚDE COLETIVA;DESATIVADO ;ACADÊMICO;-;-;-;-
22003010021P2;SAÚDE COLETIVA;UNIVERSIDADE DE FORTALEZA;SAÚDE COLETIVA                                    ;SAÚDE COLETIVA;DESATIVADO ;ACADÊMICO;-;-;-;-
22003010021P2;SAÚDE COLETIVA;UNIVERSIDADE ESTADUAL DO CEARÁ;SAÚDE COLETIVA                                    ;SAÚDE COLETIVA;DESATIVADO ;ACADÊMICO;-;-;-;-
22003010021P2;SAÚDE COLETIVA;UNIVERSIDADE FEDERAL DO CEARÁ;SAÚDE COLETIVA                                    ;SAÚDE COLETIVA;DESATIVADO ;ACADÊMICO;-;-;-;-
25001019086P2;SAÚDE DA COMUNICAÇÃO HUMANA;UNIVERSIDADE FEDERAL DE PERNAMBUCO;EDUCAÇÃO FÍSICA                                   ;FONOAUDIOLOGIA;DESATIVADO ;ACADÊMICO;-;-;-;-
31003010012P2;SAÚDE DA CRIANÇA E DO ADOLESCENTE;UNIVERSIDADE FEDERAL FLUMINENSE;MEDICINA II                                       ;PEDIATRIA;DESATIVADO ;ACADÊMICO;-;-;-;-
50001019004P7;SAÚDE E AMBIENTE;UNIVERSIDADE FEDERAL DE MATO GROSSO;SAÚDE COLETIVA                                    ;SAÚDE COLETIVA;DESATIVADO ;ACADÊMICO;-;-;-;-
33142017007P9;SAÚDE E BEM ESTAR ANIMAL;CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS;MEDICINA VETERINÁRIA                              ;MEDICINA VETERINÁRIA;DESATIVADO ;PROFISSIONAL;-;-;-;-
25001019075P0;SAÚDE HUMANA E MEIO AMBIENTE;UNIVERSIDADE FEDERAL DE PERNAMBUCO;BIODIVERSIDADE;ECOLOGIA;DESATIVADO ;ACADÊMICO;-;-;-;-
33003017089P7;SAÚDE, INTERDISCIPLINARIDADE E REABILITAÇÃO;UNIVERSIDADE ESTADUAL DE CAMPINAS;INTERDISCIPLINAR                                  ;SAÚDE E BIOLÓGICAS;DESATIVADO ;PROFISSIONAL;-;-;-;-
33076014003P7;SAÚDE MATERNO INFANTIL;UNIVERSIDADE DE SANTO AMARO;MEDICINA II                                       ;SAÚDE MATERNO-INFANTIL;DESATIVADO ;ACADÊMICO;-;-;-;-
33003017056P1;SAÚDE MENTAL;UNIVERSIDADE ESTADUAL DE CAMPINAS;MEDICINA II                                       ;PSIQUIATRIA;DESATIVADO ;ACADÊMICO;-;-;-;-
42003016029P0;SAÚDE PÚBLICA BASEADA EM EVIDÊNCIA;UNIVERSIDADE FEDERAL DE PELOTAS;SAÚDE COLETIVA                                    ;SAÚDE COLETIVA;DESATIVADO ;PROFISSIONAL;-;-;-;-
31010016018P0;SAÚDE PÚBLICA E MEIO AMBIENTE;FUNDACAO OSWALDO CRUZ (FIOCRUZ);SAÚDE COLETIVA                                    ;SAÚDE PÚBLICA;DESATIVADO ;PROFISSIONAL;-;-;-;-
33130019001P6;SEMIÓTICA, TECNOLOGIAS DE INFORMAÇÃO E EDUCAÇÃO;UNIVERSIDADE BRAZ CUBAS;INTERDISCIPLINAR                                  ;SOCIAIS E HUMANIDADES;DESATIVADO ;ACADÊMICO;-;-;-;-
31006019005P1;SEXOLOGIA;UNIVERSIDADE GAMA FILHO;INTERDISCIPLINAR                                  ;INTERDISCIPLINAR;DESATIVADO ;ACADÊMICO;-;-;-;-
32053010006P0;SISTEMAS DE INFORMAÇÃO E GESTÃO DO CONHECIMENTO;UNIVERSIDADE FUMEC;COMUNICAÇÃO E INFORMAÇÃO;CIÊNCIA DA INFORMAÇÃO;DESATIVADO ;ACADÊMICO;-;-;-;-
28013018002P6;SISTEMAS E COMPUTAÇÂO;UNIVERSIDADE SALVADOR;CIÊNCIA DA COMPUTAÇÃO                             ;TELEINFORMÁTICA;DESATIVADO ;PROFISSIONAL;-;-;-;-
27011003002P5;SOCIEDADE, TECNOLOGIAS E POLÍTICAS PÚBLICAS;CENTRO UNIVERSITÁRIO TIRADENTES;INTERDISCIPLINAR                                  ;SOCIAIS E HUMANIDADES;DESATIVADO ;ACADÊMICO;-;-;-;-
15001016026P1;SOCIOLOGIA;UNIVERSIDADE FEDERAL DO PARÁ;SOCIOLOGIA                                        ;SOCIOLOGIA;DESATIVADO ;ACADÊMICO;-;-;-;-
31012019001P2;SOCIOLOGIA;INSTITUTO UNIVERSITÁRIO DE PESQUISA DO RIO DE JANEIRO;SOCIOLOGIA                                        ;SOCIOLOGIA;DESATIVADO ;ACADÊMICO;-;-;-;-
32001010047P7;SOCIOLOGIA E POLÍTICA;UNIVERSIDADE FEDERAL DE MINAS GERAIS;SOCIOLOGIA                                        ;SOCIOLOGIA;DESATIVADO ;ACADÊMICO;-;-;-;-
24001023023P3;SOCIOLOGIA RURAL;UNIVERSIDADE FEDERAL DA PARAÍBA/CAMPINA GRANDE;SOCIOLOGIA                                        ;SOCIOLOGIA;DESATIVADO ;ACADÊMICO;-;-;-;-
24009016006P7;SOCIOLOGIA RURAL;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE;SOCIOLOGIA                                        ;SOCIOLOGIA;DESATIVADO ;ACADÊMICO;-;-;-;-
28022017006P7;Solos e Qualidade de Ecossistemas;UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA;CIÊNCIAS AGRÁRIAS I                               ;AGRONOMIA;DESATIVADO ;ACADÊMICO;-;-;-;-
20001010010P2;SUSTENTABILIDADE DE ECOSSISTEMAS;UNIVERSIDADE FEDERAL DO MARANHÃO;CIÊNCIAS AMBIENTAIS;CIÊNCIAS AMBIENTAIS;DESATIVADO ;ACADÊMICO;-;-;-;-
33009015028P6;TÉCNICA OPERATÓRIA E CIRURGIA EXPERIMENTAL;UNIVERSIDADE FEDERAL DE SÃO PAULO;MEDICINA III                                      ;CIRURGIA;DESATIVADO ;ACADÊMICO;-;-;-;-
32020015001P4;TECNOLOGIA;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS;INTERDISCIPLINAR                                  ;INTERDISCIPLINAR;DESATIVADO ;ACADÊMICO;-;-;-;-
30012015001P0;TECNOLOGIA AMBIENTAL;FACULDADE DE ARACRUZ;ENGENHARIAS I                                     ;ENGENHARIA SANITÁRIA;DESATIVADO ;PROFISSIONAL;-;-;-;-
33002010180P8;TECNOLOGIA BIOQUÍMICO-FARMACÊUTICA;UNIVERSIDADE DE SÃO PAULO;FARMÁCIA                                          ;FARMÁCIA;DESATIVADO ;ACADÊMICO;-;-;-;-
25004018017P0;Tecnologia da Energia;UNIVERSIDADE DE PERNAMBUCO;ENGENHARIAS III                                   ;ENGENHARIA MECÂNICA;DESATIVADO ;PROFISSIONAL;-;-;-;-
22001018051P6;TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO NA FORMAÇÃO EM EAD;UNIVERSIDADE FEDERAL DO CEARÁ;INTERDISCIPLINAR                                  ;ENGENHARIA/TECNOLOGIA/GESTÃO;DESATIVADO ;PROFISSIONAL;-;-;-;-
52002012012P1;TECNOLOGIA EM AQÜICULTURA CONTINENTAL;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS;ZOOTECNIA / RECURSOS PESQUEIROS                   ;ZOOTECNIA;DESATIVADO ;PROFISSIONAL;-;-;-;-
33126011001P2;TECNOLOGIA: GESTÃO DESENVOLVIMENTO E FORMAÇÃO;CENTRO ESTADUAL DE EDUCAÇÃO TECNOLÓGICA PAULA SOUZA;INTERDISCIPLINAR                                  ;ENGENHARIA/TECNOLOGIA/GESTÃO;DESATIVADO ;PROFISSIONAL;-;-;-;-
33009015074P8;TECNOLOGIAS E ATENÇÃO À SAÚDE;UNIVERSIDADE FEDERAL DE SÃO PAULO;MEDICINA I                                        ;MEDICINA;DESATIVADO ;PROFISSIONAL;-;-;-;-
25001019076P7;TECNOLOGIAS ENERGÉTICAS NUCLEARES;UNIVERSIDADE FEDERAL DE PERNAMBUCO;ENGENHARIAS II                                    ;ENGENHARIA NUCLEAR;DESATIVADO ;ACADÊMICO;-;-;-;-
33121010001P4;TEOLOGIA;CENTRO UNIVERSITÁRIO ASSUNCÃO;CIÊNCIAS DA RELIGIÃO E TEOLOGIA;TEOLOGIA;DESATIVADO ;ACADÊMICO;-;-;-;-
31025013005P9;TERAPIA COGNITIVO COMPORTAMENTAL;UNIVERSIDADE SALGADO DE OLIVEIRA;PSICOLOGIA                                        ;PSICOLOGIA;DESATIVADO ;PROFISSIONAL;-;-;-;-
31001017055P7;TISIOLOGIA E PNEUMOLOGIA;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;MEDICINA I                                        ;PNEUMOLOGIA;DESATIVADO ;ACADÊMICO;-;-;-;-
22001018039P6;TOCO-GINECOLOGIA;UNIVERSIDADE FEDERAL DO CEARÁ;MEDICINA III                                      ;GINECOLOGIA E OBSTETRÍCIA;DESATIVADO ;ACADÊMICO;-;-;-;-
25004018004P5;TOCOGINECOLOGIA;UNIVERSIDADE DE PERNAMBUCO;MEDICINA III                                      ;GINECOLOGIA E OBSTETRÍCIA;DESATIVADO ;ACADÊMICO;-;-;-;-
33002010082P6;TOXICOLOGIA;UNIVERSIDADE DE SÃO PAULO;FARMÁCIA                                          ;FARMÁCIA;DESATIVADO ;ACADÊMICO;-;-;-;-
40002012044P7;Toxicologia Aplicada à Vigilância Sanitária;UNIVERSIDADE ESTADUAL DE LONDRINA;CIÊNCIAS BIOLÓGICAS II                            ;TOXICOLOGIA;DESATIVADO ;PROFISSIONAL;-;-;-;-
32037015001P0;TURISMO E MEIO AMBIENTE;CENTRO UNIVERSITARIO UNA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;TURISMO;DESATIVADO ;ACADÊMICO;-;-;-;-
41001010062P5;URBANISMO, HISTÓRIA E ARQUITETURA DA CIDADE;UNIVERSIDADE FEDERAL DE SANTA CATARINA;ARQUITETURA, URBANISMO E DESIGN;ARQUITETURA E URBANISMO;DESATIVADO ;ACADÊMICO;-;-;-;-
33002010196P1;VIGILÂNCIA EM SAÚDE PÚBLICA;UNIVERSIDADE DE SÃO PAULO;SAÚDE COLETIVA                                    ;SAÚDE PÚBLICA;DESATIVADO ;PROFISSIONAL;-;-;-;-
25004018007P4;VIGILÂNCIA SOBRE SAÚDE;UNIVERSIDADE DE PERNAMBUCO;SAÚDE COLETIVA                                    ;SAÚDE COLETIVA;DESATIVADO ;PROFISSIONAL;-;-;-;-
31002013013P9;ZOOTECNIA;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;ZOOTECNIA / RECURSOS PESQUEIROS                   ;ZOOTECNIA;DESATIVADO ;ACADÊMICO;-;-;-;-
33004099081P6;ZOOTECNIA;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( ILHA SOLTEIRA );ZOOTECNIA / RECURSOS PESQUEIROS                   ;ZOOTECNIA;DESATIVADO ;ACADÊMICO;-;-;-;-
26001012026P2;ZOOTECNIA;UNIVERSIDADE FEDERAL DE ALAGOAS;ZOOTECNIA / RECURSOS PESQUEIROS                   ;ZOOTECNIA;DESATIVADO ;ACADÊMICO;-;-;-;-
27001016030P2;Zootecnia;FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE;ZOOTECNIA / RECURSOS PESQUEIROS                   ;ZOOTECNIA;DESATIVADO ;ACADÊMICO;-;-;-;-
21001014029P8;Zootecnia;FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ;ZOOTECNIA / RECURSOS PESQUEIROS                   ;ZOOTECNIA;DESATIVADO ;ACADÊMICO;-;-;-;-
