Código;Programa;Instituição de Ensino;Área de Avaliação;Área Básica;Situação;Modalidade;ME;DO;MP;DP
31001017107P7;ODONTOLOGIA;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;ODONTOLOGIA                                       ;ODONTOLOGIA;DESATIVADO ;ACADÊMICO;-;-;-;-
31018017009P1;ODONTOLOGIA;UNIVERSIDADE ESTÁCIO DE SÁ;ODONTOLOGIA                                       ;ODONTOLOGIA;DESATIVADO ;PROFISSIONAL;-;-;-;-
32010010001P6;ODONTOLOGIA;UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI;ODONTOLOGIA                                       ;ODONTOLOGIA;DESATIVADO ;ACADÊMICO;-;-;-;-
33017018006P1;ODONTOLOGIA;UNIVERSIDADE METODISTA DE SÃO PAULO;ODONTOLOGIA                                       ;ODONTOLOGIA;DESATIVADO ;ACADÊMICO;-;-;-;-
33056013011P6;ODONTOLOGIA;UNIVERSIDADE BRASIL;ODONTOLOGIA                                       ;ODONTOLOGIA;DESATIVADO ;PROFISSIONAL;-;-;-;-
33067015001P9;ODONTOLOGIA;CENTRO UNIVERSITÁRIO SAGRADO CORAÇÃO;ODONTOLOGIA                                       ;ODONTOLOGIA;DESATIVADO ;PROFISSIONAL;-;-;-;-
33067015002P5;ODONTOLOGIA;CENTRO UNIVERSITÁRIO SAGRADO CORAÇÃO;ODONTOLOGIA                                       ;ODONTOLOGIA;DESATIVADO ;PROFISSIONAL;-;-;-;-
22002014006P7;ODONTOLOGIA;UNIVERSIDADE DE FORTALEZA;ODONTOLOGIA                                       ;ODONTOLOGIA;DESATIVADO ;PROFISSIONAL;-;-;-;-
33076014007P2;ODONTOLOGIA;UNIVERSIDADE DE SANTO AMARO;ODONTOLOGIA                                       ;ODONTOLOGIA;DESATIVADO ;ACADÊMICO;-;-;-;-
25004018005P1;ODONTOLOGIA (CIRURGIA E TRAUM. BUCO-MAXILO FACIAL);UNIVERSIDADE DE PERNAMBUCO;ODONTOLOGIA                                       ;ODONTOLOGIA;DESATIVADO ;ACADÊMICO;-;-;-;-
42003016002P4;ODONTOLOGIA (CIRURGIA E TRAUM. BUCO-MAXILO FACIAL);UNIVERSIDADE FEDERAL DE PELOTAS;ODONTOLOGIA                                       ;ODONTOLOGIA;DESATIVADO ;ACADÊMICO;-;-;-;-
42005019007P9;ODONTOLOGIA (CIRURGIA E TRAUM. BUCO-MAXILO FACIAL);PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;ODONTOLOGIA                                       ;ODONTOLOGIA;DESATIVADO ;ACADÊMICO;-;-;-;-
33002010179P0;ODONTOLOGIA (CIRURGIA E TRAUMATOLOGIA BUCO-MAXILO-FACIAL);UNIVERSIDADE DE SÃO PAULO;ODONTOLOGIA                                       ;ODONTOLOGIA;DESATIVADO ;ACADÊMICO;-;-;-;-
33002010142P9;ODONTOLOGIA (CLÍNICA INTEGRADA);UNIVERSIDADE DE SÃO PAULO;ODONTOLOGIA                                       ;ODONTOLOGIA;DESATIVADO ;ACADÊMICO;-;-;-;-
33002053001P8;ODONTOLOGIA (DENTÍSTICA);USP ( FACULDADE DE ODONTOLOGIA DE BAURU );ODONTOLOGIA                                       ;CLÍNICA ODONTOLÓGICA;DESATIVADO ;ACADÊMICO;-;-;-;-
25004018002P2;ODONTOLOGIA (DENTÍSTICA E ENDODONTIA);UNIVERSIDADE DE PERNAMBUCO;ODONTOLOGIA                                       ;ODONTOLOGIA;DESATIVADO ;ACADÊMICO;-;-;-;-
33002010167P1;ODONTOLOGIA (DEONTOLOGIA E ODONTOLOGIA LEGAL);UNIVERSIDADE DE SÃO PAULO;ODONTOLOGIA                                       ;ODONTOLOGIA;DESATIVADO ;ACADÊMICO;-;-;-;-
33002010136P9;ODONTOLOGIA (ENDODONTIA);UNIVERSIDADE DE SÃO PAULO;ODONTOLOGIA                                       ;ENDODONTIA;DESATIVADO ;ACADÊMICO;-;-;-;-
33002053007P6;ODONTOLOGIA (ENDODONTIA);USP ( FACULDADE DE ODONTOLOGIA DE BAURU );ODONTOLOGIA                                       ;ENDODONTIA;DESATIVADO ;ACADÊMICO;-;-;-;-
33002053002P4;ODONTOLOGIA (ESTOMATOLOGIA BIOLOGIA ORAL);USP ( FACULDADE DE ODONTOLOGIA DE BAURU );ODONTOLOGIA                                       ;RADIOLOGIA ODONTOLÓGICA;DESATIVADO ;ACADÊMICO;-;-;-;-
42005019010P0;ODONTOLOGIA (ESTOMATOLOGIA CLÍNICA);PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;ODONTOLOGIA                                       ;ODONTOLOGIA;DESATIVADO ;ACADÊMICO;-;-;-;-
33003033006P5;ODONTOLOGIA (FISIOL. BIOF. DO SIST.ESTOMATOGNÁTICO);UNIVERSIDADE ESTADUAL DE CAMPINAS ( PIRACICABA );ODONTOLOGIA                                       ;ODONTOLOGIA;DESATIVADO ;ACADÊMICO;-;-;-;-
33003033007P1;ODONTOLOGIA LEGAL E DEONTOLOGIA;UNIVERSIDADE ESTADUAL DE CAMPINAS ( PIRACICABA );ODONTOLOGIA                                       ;ODONTOLOGIA;DESATIVADO ;ACADÊMICO;-;-;-;-
31003010013P9;ODONTOLOGIA (ODONTOLOGIA SOCIAL);UNIVERSIDADE FEDERAL FLUMINENSE;ODONTOLOGIA                                       ;ODONTOLOGIA SOCIAL E PREVENTIVA;DESATIVADO ;ACADÊMICO;-;-;-;-
25004018001P6;ODONTOLOGIA (ODONTOPEDIATRIA);UNIVERSIDADE DE PERNAMBUCO;ODONTOLOGIA                                       ;ODONTOLOGIA;DESATIVADO ;ACADÊMICO;-;-;-;-
31001017079P3;ODONTOLOGIA (ODONTOPEDIATRIA);UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;ODONTOLOGIA                                       ;ODONTOPEDIATRIA;DESATIVADO ;ACADÊMICO;-;-;-;-
33002053003P0;ODONTOLOGIA (ODONTOPEDIATRIA);USP ( FACULDADE DE ODONTOLOGIA DE BAURU );ODONTOLOGIA                                       ;ODONTOPEDIATRIA;DESATIVADO ;ACADÊMICO;-;-;-;-
33002010076P6;ODONTOLOGIA (ORTODONTIA);UNIVERSIDADE DE SÃO PAULO;ODONTOLOGIA                                       ;ORTODONTIA;DESATIVADO ;ACADÊMICO;-;-;-;-
33002053008P2;ODONTOLOGIA (PATOLOGIA BUCAL);USP ( FACULDADE DE ODONTOLOGIA DE BAURU );ODONTOLOGIA                                       ;ODONTOLOGIA;DESATIVADO ;ACADÊMICO;-;-;-;-
33002010139P8;ODONTOLOGIA (PATOLOGIA E ESTOMATOLOGIA BASICA  E APLICADA);UNIVERSIDADE DE SÃO PAULO;ODONTOLOGIA                                       ;ODONTOLOGIA;DESATIVADO ;ACADÊMICO;-;-;-;-
31001017077P0;ODONTOLOGIA (PERIODONTIA);UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;ODONTOLOGIA                                       ;PERIODONTIA;DESATIVADO ;ACADÊMICO;-;-;-;-
33002010137P5;ODONTOLOGIA (PERIODONTIA);UNIVERSIDADE DE SÃO PAULO;ODONTOLOGIA                                       ;PERIODONTIA;DESATIVADO ;ACADÊMICO;-;-;-;-
33002053006P0;ODONTOLOGIA (PERIODONTIA);USP ( FACULDADE DE ODONTOLOGIA DE BAURU );ODONTOLOGIA                                       ;PERIODONTIA;DESATIVADO ;ACADÊMICO;-;-;-;-
25004018003P9;ODONTOLOGIA PREVENTIVA E SOCIAL;UNIVERSIDADE DE PERNAMBUCO;ODONTOLOGIA                                       ;ODONTOLOGIA;DESATIVADO ;ACADÊMICO;-;-;-;-
33004145043P0;ODONTOLOGIA (PRÓTESE BUCO-MAXILO FACIAL);UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( SÃO JOSÉ DOS CAMPOS );ODONTOLOGIA                                       ;ODONTOLOGIA;DESATIVADO ;ACADÊMICO;-;-;-;-
33002010140P6;ODONTOLOGIA (PRÓTESE DENTÁRIA);UNIVERSIDADE DE SÃO PAULO;ODONTOLOGIA                                       ;ODONTOLOGIA;DESATIVADO ;ACADÊMICO;-;-;-;-
33004145080P3;ODONTOLOGIA (PRÓTESE PARCIAL FIXA);UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( SÃO JOSÉ DOS CAMPOS );ODONTOLOGIA                                       ;ODONTOLOGIA;DESATIVADO ;ACADÊMICO;-;-;-;-
33002010187P2;ODONTOLOGIA (PRÓTESE-BUCO-MAXILO FACIAL);UNIVERSIDADE DE SÃO PAULO;ODONTOLOGIA                                       ;ODONTOLOGIA;DESATIVADO ;ACADÊMICO;-;-;-;-
52001016021P4;ODONTOLOGIA (RADIOLOGIA BUCO MAXILO FACIAL);UNIVERSIDADE FEDERAL DE GOIÁS;ODONTOLOGIA                                       ;ODONTOLOGIA;DESATIVADO ;PROFISSIONAL;-;-;-;-
33004145071P4;ODONTOLOGIA (RADIOLOGIA ODONTOLÓGICA);UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( SÃO JOSÉ DOS CAMPOS );ODONTOLOGIA                                       ;ODONTOLOGIA;DESATIVADO ;ACADÊMICO;-;-;-;-
33002053005P3;ODONTOLOGIA (REABILITAÇÃO ORAL);USP ( FACULDADE DE ODONTOLOGIA DE BAURU );ODONTOLOGIA                                       ;CLÍNICA ODONTOLÓGICA;DESATIVADO ;ACADÊMICO;-;-;-;-
23001011006P3;ODONTOLOGIA SOCIAL;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;ODONTOLOGIA                                       ;ODONTOLOGIA SOCIAL E PREVENTIVA;DESATIVADO ;ACADÊMICO;-;-;-;-
33002010146P4;ODONTOLOGIA(BIOMATERIAIS E BIOLOGIA ORAL);UNIVERSIDADE DE SÃO PAULO;ODONTOLOGIA                                       ;MATERIAIS ODONTOLÓGICOS;DESATIVADO ;ACADÊMICO;-;-;-;-
31001017075P8;OFTALMOLOGIA;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;MEDICINA III                                      ;OFTALMOLOGIA;DESATIVADO ;ACADÊMICO;-;-;-;-
32001010024P7;OFTALMOLOGIA;UNIVERSIDADE FEDERAL DE MINAS GERAIS;MEDICINA III                                      ;OFTALMOLOGIA;DESATIVADO ;ACADÊMICO;-;-;-;-
32001010070P9;OFTALMOLOGIA;UNIVERSIDADE FEDERAL DE MINAS GERAIS;MEDICINA III                                      ;OFTALMOLOGIA;DESATIVADO ;ACADÊMICO;-;-;-;-
33002029013P0;OFTALMOLOGIA;UNIVERSIDADE DE SÃO PAULO ( RIBEIRÃO PRETO );MEDICINA III                                      ;OFTALMOLOGIA;DESATIVADO ;ACADÊMICO;-;-;-;-
40026019001P5;ORGANIZAÇÕES E DESENVOLVIMENTO;FAE - CENTRO UNIVERSITÁRIO;INTERDISCIPLINAR                                  ;SOCIAIS E HUMANIDADES;DESATIVADO ;ACADÊMICO;-;-;-;-
33003033002P0;ORTODONTIA;UNIVERSIDADE ESTADUAL DE CAMPINAS ( PIRACICABA );ODONTOLOGIA                                       ;ORTODONTIA;DESATIVADO ;ACADÊMICO;-;-;-;-
33004030058P5;ORTODONTIA;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( ARARAQUARA );ODONTOLOGIA                                       ;ODONTOLOGIA;DESATIVADO ;ACADÊMICO;-;-;-;-
33002053004P7;ORTODONTIA E ODONTOLOGIA EM SAÚDE COLETIVA;USP ( FACULDADE DE ODONTOLOGIA DE BAURU );ODONTOLOGIA                                       ;ORTODONTIA;DESATIVADO ;ACADÊMICO;-;-;-;-
33009015037P5;ORTOPEDIA E TRAUMATOLOGIA;UNIVERSIDADE FEDERAL DE SÃO PAULO;MEDICINA III                                      ;ORTOPEDIA;DESATIVADO ;ACADÊMICO;-;-;-;-
31001017074P1;OTORRINOLARINGOLOGIA;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;MEDICINA III                                      ;CIRURGIA OTORRINOLARINGOLOGIA;DESATIVADO ;ACADÊMICO;-;-;-;-
33002010197P8;OTORRINOLARINGOLOGIA;UNIVERSIDADE DE SÃO PAULO;MEDICINA III                                      ;CIRURGIA OTORRINOLARINGOLOGIA;DESATIVADO ;ACADÊMICO;-;-;-;-
25001019022P4;PATOLOGIA;UNIVERSIDADE FEDERAL DE PERNAMBUCO;MEDICINA II                                       ;ANATOMIA PATOLÓGICA E PATOLOGIA CLÍNICA;DESATIVADO ;ACADÊMICO;-;-;-;-
33019010009P3;PATOLOGIA;FACULDADE DE CIÊNCIAS MÉDICAS DA SANTA CASA DE SÃO PAULO;MEDICINA II                                       ;ANATOMIA PATOLÓGICA E PATOLOGIA CLÍNICA;DESATIVADO ;ACADÊMICO;-;-;-;-
31003010007P9;PATOLOGIA (ANATOMIA PATOLÓGICA);UNIVERSIDADE FEDERAL FLUMINENSE;MEDICINA II                                       ;ANATOMIA PATOLÓGICA E PATOLOGIA CLÍNICA;DESATIVADO ;ACADÊMICO;-;-;-;-
31003010018P0;PATOLOGIA BUCO-DENTAL;UNIVERSIDADE FEDERAL FLUMINENSE;ODONTOLOGIA                                       ;ODONTOLOGIA;DESATIVADO ;ACADÊMICO;-;-;-;-
33004064075P0;PEDIATRIA;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BOTUCATU );MEDICINA II                                       ;PEDIATRIA;DESATIVADO ;ACADÊMICO;-;-;-;-
33011010007P3;PESQUISA OPERACIONAL E TRANSPORTE AÉREO;INSTITUTO TECNOLÓGICO DE AERONÁUTICA;ENGENHARIAS I                                     ;ENGENHARIA DE TRANSPORTES;DESATIVADO ;ACADÊMICO;-;-;-;-
53003012003P1;PLANEJAMENTO E GESTÃO AMBIENTAL;UNIVERSIDADE CATÓLICA DE BRASÍLIA;INTERDISCIPLINAR                                  ;MEIO AMBIENTE E AGRÁRIAS;DESATIVADO ;ACADÊMICO;-;-;-;-
31024017002P3;PLANEJAMENTO REGIONAL E GESTÃO DE CIDADES;SOCIEDADE BRASILEIRA DE INSTRUÇÃO;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA       ;PLANEJAMENTO URBANO E REGIONAL;DESATIVADO ;PROFISSIONAL;-;-;-;-
41002016163P9;PLANEJAMENTO TERRITORIAL E DESENVOLVIMENTO SÓCIO-AMBIENTAL;UNIVERSIDADE DO ESTADO DE SANTA CATARINA;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA       ;PLANEJAMENTO URBANO E REGIONAL;DESATIVADO ;ACADÊMICO;-;-;-;-
53001010020P4;PLANEJAMENTO URBANO;UNIVERSIDADE DE BRASÍLIA;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA       ;PLANEJAMENTO URBANO E REGIONAL;DESATIVADO ;ACADÊMICO;-;-;-;-
31064019001P4;PODER JUDICIÁRIO;FGV ( ESCOLA DE DIREITO DO RIO DE JANEIRO );INTERDISCIPLINAR                                  ;SOCIAIS E HUMANIDADES;DESATIVADO ;PROFISSIONAL;-;-;-;-
28005015006P2;POLÍTICAS PÚBLICAS, GESTÃO DO CONHECIMENTO E DESEN. REGIONAL;UNIVERSIDADE DO ESTADO DA BAHIA;INTERDISCIPLINAR                                  ;SOCIAIS E HUMANIDADES;DESATIVADO ;PROFISSIONAL;-;-;-;-
33078017004P6;POLITICAS SOCIAIS;UNIVERSIDADE CRUZEIRO DO SUL;SERVIÇO SOCIAL                                    ;SERVIÇO SOCIAL;DESATIVADO ;ACADÊMICO;-;-;-;-
28003012006P0;POLÍTICAS SOCIAIS E CIDADANIA;UNIVERSIDADE CATÓLICA DO SALVADOR;INTERDISCIPLINAR                                  ;SOCIAIS E HUMANIDADES;DESATIVADO ;ACADÊMICO;-;-;-;-
33034010005P3;PRODUÇÃO INTEGRADA EM AGROECOSSISTEMAS;UNIVERSIDADE DE MARÍLIA;CIÊNCIAS AGRÁRIAS I                               ;FITOTECNIA;DESATIVADO ;ACADÊMICO;-;-;-;-
33128014002P1;PROFISSIONAL EM ECONOMIA E FINANÇAS;ESCOLA DE ECONOMIA DE SÃO PAULO;ECONOMIA                                          ;ECONOMIA;DESATIVADO ;PROFISSIONAL;-;-;-;-
33104018003P9;PROJETO E OPERAÇÃO DE SISTEMAS NUCLEARES;INSTITUTO DE PESQUISAS ENERGÉTICAS E NUCLEARES;ENGENHARIAS II                                    ;ENGENHARIA NUCLEAR;DESATIVADO ;PROFISSIONAL;-;-;-;-
33208018001P9;Projeto, Produção e Gestão do Espaço Urbano;FIAM-FAAM - CENTRO UNIVERSITÁRIO;ARQUITETURA, URBANISMO E DESIGN;ARQUITETURA E URBANISMO;DESATIVADO ;PROFISSIONAL;-;-;-;-
31068014002P6;Propriedade Intelectual e Inovação;INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL                ;INTERDISCIPLINAR                                  ;ENGENHARIA/TECNOLOGIA/GESTÃO;DESATIVADO ;PROFISSIONAL;-;-;-;-
31030017005P9;Psicanálise, Saúde e Sociedade;UNIVERSIDADE VEIGA DE ALMEIDA;INTERDISCIPLINAR                                  ;SOCIAIS E HUMANIDADES;DESATIVADO ;ACADÊMICO;-;-;-;-
33049017002P4;PSICOLOGIA;UNIVERSIDADE SÃO MARCOS                                     ;PSICOLOGIA                                        ;PSICOLOGIA;DESATIVADO ;ACADÊMICO;-;-;-;-
40001016037P4;PSICOLOGIA;UNIVERSIDADE FEDERAL DO PARANÁ;PSICOLOGIA                                        ;PSICOLOGIA;DESATIVADO ;ACADÊMICO;-;-;-;-
53001010013P8;PSICOLOGIA;UNIVERSIDADE DE BRASÍLIA;PSICOLOGIA                                        ;PSICOLOGIA;DESATIVADO ;ACADÊMICO;-;-;-;-
33003017079P1;PSICOLOGIA DA SAÚDE;UNIVERSIDADE ESTADUAL DE CAMPINAS;PSICOLOGIA                                        ;PSICOLOGIA;DESATIVADO ;ACADÊMICO;-;-;-;-
24001015006P6;PSICOLOGIA (PSICOLOGIA SOCIAL);UNIVERSIDADE FEDERAL DA PARAÍBA ( JOÃO PESSOA );PSICOLOGIA                                        ;PSICOLOGIA SOCIAL;DESATIVADO ;ACADÊMICO;-;-;-;-
31006019002P2;PSICOLOGIA (PSICOLOGIA SOCIAL);UNIVERSIDADE GAMA FILHO;PSICOLOGIA                                        ;PSICOLOGIA SOCIAL;DESATIVADO ;ACADÊMICO;-;-;-;-
24001015043P9;PSICOLOGIA (PSICOLOGIA SOCIAL) UFPB-J.P. - UFRN;UNIVERSIDADE FEDERAL DA PARAÍBA ( JOÃO PESSOA );PSICOLOGIA                                        ;PSICOLOGIA SOCIAL;DESATIVADO ;ACADÊMICO;-;-;-;-
24001015043P9;PSICOLOGIA (PSICOLOGIA SOCIAL) UFPB-J.P. - UFRN;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;PSICOLOGIA                                        ;PSICOLOGIA SOCIAL;DESATIVADO ;ACADÊMICO;-;-;-;-
33003017070P4;QUALIDADE;UNIVERSIDADE ESTADUAL DE CAMPINAS;ENGENHARIAS III                                   ;ENGENHARIA DE PRODUÇÃO;DESATIVADO ;PROFISSIONAL;-;-;-;-
33078017003P0;QUIMICA;UNIVERSIDADE CRUZEIRO DO SUL;QUÍMICA                                           ;QUÍMICA;DESATIVADO ;ACADÊMICO;-;-;-;-
13001019003P6;QUIMICA;FUNDAÇÃO UNIVERSIDADE FEDERAL DE RORAIMA;QUÍMICA                                           ;QUÍMICA;DESATIVADO ;ACADÊMICO;-;-;-;-
31003010047P0;QUÍMICA;UNIVERSIDADE FEDERAL FLUMINENSE;QUÍMICA                                           ;QUÍMICA;DESATIVADO ;ACADÊMICO;-;-;-;-
42001013088P3;QUÍMICA;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;QUÍMICA                                           ;QUÍMICA;DESATIVADO ;PROFISSIONAL;-;-;-;-
40001016052P3;QUÍMICA;UNIVERSIDADE FEDERAL DO PARANÁ;QUÍMICA                                           ;QUÍMICA;DESATIVADO ;PROFISSIONAL;-;-;-;-
52001016030P3;QUÍMICA;UNIVERSIDADE FEDERAL DE GOIÁS;QUÍMICA                                           ;QUÍMICA;DESATIVADO ;PROFISSIONAL;-;-;-;-
22001018069P2;QUÍMICA;UNIVERSIDADE FEDERAL DO CEARÁ;QUÍMICA                                           ;QUÍMICA;DESATIVADO ;ACADÊMICO;-;-;-;-
52001016035P5;QUÍMICA - UFG-UFMS-UFU;UNIVERSIDADE FEDERAL DE UBERLÂNDIA;QUÍMICA                                           ;QUÍMICA;DESATIVADO ;ACADÊMICO;-;-;-;-
52001016035P5;QUÍMICA - UFG-UFMS-UFU;FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL;QUÍMICA                                           ;QUÍMICA;DESATIVADO ;ACADÊMICO;-;-;-;-
52001016035P5;QUÍMICA - UFG-UFMS-UFU;UNIVERSIDADE FEDERAL DE GOIÁS;QUÍMICA                                           ;QUÍMICA;DESATIVADO ;ACADÊMICO;-;-;-;-
31001017117P2;QUÍMICA ANALÍTICA;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;QUÍMICA                                           ;QUÍMICA ANALÍTICA;DESATIVADO ;ACADÊMICO;-;-;-;-
12002011008P1;QUÍMICA DE PRODUTOS NATURAIS;INSTITUTO NACIONAL DE PESQUISAS DA AMAZÔNIA;QUÍMICA                                           ;QUÍMICA DOS PRODUTOS NATURAIS;DESATIVADO ;ACADÊMICO;-;-;-;-
33002010011P1;QUÍMICA (FÍSICO-QUÍMICA);UNIVERSIDADE DE SÃO PAULO;QUÍMICA                                           ;FÍSICO-QUÍMICA;DESATIVADO ;ACADÊMICO;-;-;-;-
33004030032P6;QUÍMICA (FÍSICO-QUÍMICA);UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( ARARAQUARA );QUÍMICA                                           ;QUÍMICA;DESATIVADO ;ACADÊMICO;-;-;-;-
22001018005P4;QUÍMICA INORGÂNICA;UNIVERSIDADE FEDERAL DO CEARÁ;QUÍMICA                                           ;QUÍMICA INORGÂNICA;DESATIVADO ;ACADÊMICO;-;-;-;-
31001017104P8;QUÍMICA INORGÂNICA;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;QUÍMICA                                           ;QUÍMICA;DESATIVADO ;ACADÊMICO;-;-;-;-
33002029024P1;QUÍMICA INORGÂNICA;UNIVERSIDADE DE SÃO PAULO ( RIBEIRÃO PRETO );QUÍMICA                                           ;QUÍMICA;DESATIVADO ;ACADÊMICO;-;-;-;-
33004030007P1;QUÍMICA INORGÂNICA;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( ARARAQUARA );QUÍMICA                                           ;QUÍMICA;DESATIVADO ;ACADÊMICO;-;-;-;-
33002010010P5;QUÍMICA (QUÍMICA ANALÍTICA);UNIVERSIDADE DE SÃO PAULO;QUÍMICA                                           ;QUÍMICA ANALÍTICA;DESATIVADO ;ACADÊMICO;-;-;-;-
33002045015P3;QUÍMICA (QUÍMICA ANALÍTICA);UNIVERSIDADE DE SÃO PAULO (SÃO CARLOS);QUÍMICA                                           ;QUÍMICA;DESATIVADO ;ACADÊMICO;-;-;-;-
33004030033P2;QUÍMICA (QUÍMICA ANALÍTICA);UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( ARARAQUARA );QUÍMICA                                           ;QUÍMICA;DESATIVADO ;ACADÊMICO;-;-;-;-
33002010008P0;QUÍMICA (QUÍMICA INORGÂNICA);UNIVERSIDADE DE SÃO PAULO;QUÍMICA                                           ;QUÍMICA INORGÂNICA;DESATIVADO ;ACADÊMICO;-;-;-;-
33002010009P7;QUÍMICA (QUÍMICA ORGÂNICA);UNIVERSIDADE DE SÃO PAULO;QUÍMICA                                           ;QUÍMICA ORGÂNICA;DESATIVADO ;ACADÊMICO;-;-;-;-
33002029021P2;QUÍMICA (QUÍMICA ORGÂNICA);UNIVERSIDADE DE SÃO PAULO ( RIBEIRÃO PRETO );QUÍMICA                                           ;QUÍMICA ORGÂNICA;DESATIVADO ;ACADÊMICO;-;-;-;-
33006016012P3;QUÍMICA TECNOLÓGICA;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS;QUÍMICA                                           ;QUÍMICA;DESATIVADO ;ACADÊMICO;-;-;-;-
33104018002P2;RADIOPROTEÇÃO E DOSIMETRIA;INSTITUTO DE PESQUISAS ENERGÉTICAS E NUCLEARES;ENGENHARIAS II                                    ;ENGENHARIA DE MATERIAIS E METALÚRGICA;DESATIVADO ;ACADÊMICO;-;-;-;-
33104018004P5;RADIOPROTEÇÃO E DOSIMETRIA;INSTITUTO DE PESQUISAS ENERGÉTICAS E NUCLEARES;ENGENHARIAS II                                    ;ENGENHARIA DE MATERIAIS E METALÚRGICA;DESATIVADO ;PROFISSIONAL;-;-;-;-
33009015042P9;REABILITAÇÃO;UNIVERSIDADE FEDERAL DE SÃO PAULO;MEDICINA I                                        ;MEDICINA;DESATIVADO ;ACADÊMICO;-;-;-;-
33009015057P6;REABILITAÇÃO;UNIVERSIDADE FEDERAL DE SÃO PAULO;MEDICINA I                                        ;MEDICINA;DESATIVADO ;ACADÊMICO;-;-;-;-
15010015001P4;Recursos aquáticos continentais amazônicos;UNIVERSIDADE FEDERAL DO OESTE DO PARÁ;BIODIVERSIDADE;ECOLOGIA;DESATIVADO ;ACADÊMICO;-;-;-;-
24001023034P5;RECURSOS NATURAIS;UNIVERSIDADE FEDERAL DA PARAÍBA/CAMPINA GRANDE;INTERDISCIPLINAR                                  ;INTERDISCIPLINAR;DESATIVADO ;ACADÊMICO;-;-;-;-
15001016058P0;RECURSOS NATURAIS DA AMAZÔNIA;UNIVERSIDADE FEDERAL DO PARÁ;INTERDISCIPLINAR                                  ;MEIO AMBIENTE E AGRÁRIAS;DESATIVADO ;ACADÊMICO;-;-;-;-
31003010050P1;RELACÕES INTERNACIONAIS;UNIVERSIDADE FEDERAL FLUMINENSE;CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ;CIÊNCIA POLÍTICA;DESATIVADO ;ACADÊMICO;-;-;-;-
42001013077P1;RELAÇÕES INTERNACIONAIS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ;CIÊNCIA POLÍTICA;DESATIVADO ;ACADÊMICO;-;-;-;-
33142017002P7;Saúde Ambiental;CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS;INTERDISCIPLINAR                                  ;MEIO AMBIENTE E AGRÁRIAS;DESATIVADO ;PROFISSIONAL;-;-;-;-
42064015001P5;SAÚDE ANIMAL;FUNDAÇÃO ESTADUAL DE PESQUISA AGROPECUÁRIA;MEDICINA VETERINÁRIA                              ;MEDICINA VETERINÁRIA;DESATIVADO ;ACADÊMICO;-;-;-;-
25001019051P4;SAÚDE COLETIVA;UNIVERSIDADE FEDERAL DE PERNAMBUCO;SAÚDE COLETIVA                                    ;SAÚDE COLETIVA;DESATIVADO ;ACADÊMICO;-;-;-;-
28002016001P1;SAÚDE COLETIVA;UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA;SAÚDE COLETIVA                                    ;SAÚDE COLETIVA;DESATIVADO ;ACADÊMICO;-;-;-;-
42019010004P0;SAÚDE COLETIVA;UNIVERSIDADE LUTERANA DO BRASIL;SAÚDE COLETIVA                                    ;SAÚDE COLETIVA;DESATIVADO ;ACADÊMICO;-;-;-;-
